image_path,phase_label,movement_type
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0573.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0574.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0575.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0576.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0577.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0578.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0579.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0580.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0581.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0582.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0583.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0584.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0585.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0586.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0587.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0600.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0601.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0602.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0603.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0604.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0605.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0606.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0607.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0608.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0609.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0610.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0611.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0612.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0613.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0614.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0615.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0616.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0617.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0618.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0619.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0620.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0621.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0622.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0623.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0624.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0625.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0626.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0627.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0628.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0629.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0630.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0631.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0632.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0633.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0634.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0635.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0636.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0637.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0638.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0639.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0640.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0641.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0642.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0643.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0644.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0645.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0646.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0647.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0648.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0649.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0650.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0651.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0652.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0653.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0654.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0655.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0656.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0657.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0658.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0659.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0665.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0666.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0667.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0668.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0669.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0670.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0671.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0672.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_02\Player02_FS_55Kg_front_view\skeletons\skeleton_frame_0673.jpeg,End,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0080.jpeg,nothing,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0081.jpeg,nothing,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0082.jpeg,nothing,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0083.jpeg,start,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0084.jpeg,start,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0085.jpeg,start,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0086.jpeg,start,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0087.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0088.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0089.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0090.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0091.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0092.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0093.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0094.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0095.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0096.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0097.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0098.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0099.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0100.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0101.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0102.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0103.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0104.jpeg,first_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0105.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0106.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0107.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0108.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0109.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0110.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0111.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0112.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0113.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0114.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0115.jpeg,Transition,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0116.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0117.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0118.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0119.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0120.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0121.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0122.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0123.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0124.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0125.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0126.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0127.jpeg,second_pull,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0128.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0129.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0130.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0131.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0132.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0133.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0134.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0135.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0136.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0137.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0138.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0139.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0140.jpeg,Turnover,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0180.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0181.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0182.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0183.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0184.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0185.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0186.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0187.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0188.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0189.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0190.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0191.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0192.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0193.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0194.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0195.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0196.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0197.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0198.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0199.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0200.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0201.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0202.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0203.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0204.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0205.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0206.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0207.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0208.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0209.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0210.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0211.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0212.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0213.jpeg,catch,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0225.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0226.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0227.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0228.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0229.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0230.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0232.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0233.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0234.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0235.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0236.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0237.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0238.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0239.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0241.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0242.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0243.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0244.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0245.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0246.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0247.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0248.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0249.jpeg,recovery,FS
processed_data\Player 2\FS\Player02_FS_Set_03\Player02_FS_60Kg_front_view\skeletons\skeleton_frame_0250.jpeg,recovery,FS
